"thread_title";"thread_title_link";"author";"replies";"views";"lastuser";"lastuser_link";"lastpost_link";"lastpost_datetime"
"Scared after prostate surgery and radiation failure, please adivise";"http://www.cancerforums.net/threads/26269-Scared-after-prostate-surgery-and-radiation-failure-please-adivise";"Scottie";5;3;"wishbone";"http://www.cancerforums.net/members/35628-wishbone";"http://www.cancerforums.net/threads/26269-Scared-after-prostate-surgery-and-radiation-failure-please-adivise?p=153032#post153032";"11-01-2012, 01:43 AM"
"Scared and Confused 32 Year Old";"http://www.cancerforums.net/threads/32862-Scared-and-Confused-32-Year-Old";"WhatToDo";14;3;"WhatToDo";"http://www.cancerforums.net/members/105490-WhatToDo";"http://www.cancerforums.net/threads/32862-Scared-and-Confused-32-Year-Old?p=199232#post199232";"08-05-2013, 06:18 PM"
"scared but hopeful";"http://www.cancerforums.net/threads/26069-scared-but-hopeful";"ctjames3";7;2;"DaVinciDaRobot";"http://www.cancerforums.net/members/60289-DaVinciDaRobot";"http://www.cancerforums.net/threads/26069-scared-but-hopeful?p=151523#post151523";"10-20-2012, 09:57 PM"
"Scared of Meeting da Vinci";"http://www.cancerforums.net/threads/42678-Scared-of-Meeting-da-Vinci";"Hiwayjunkie";21;5;"Hiwayjunkie";"http://www.cancerforums.net/members/114349-Hiwayjunkie";"http://www.cancerforums.net/threads/42678-Scared-of-Meeting-da-Vinci?p=276668#post276668";"04-10-2015, 09:58 PM"
"Scared sick! Dad with Advanced PC";"http://www.cancerforums.net/threads/15731-Scared-sick!-Dad-with-Advanced-PC";"stayingpostive";4;2;"neutrondbob";"http://www.cancerforums.net/members/14910-neutrondbob";"http://www.cancerforums.net/threads/15731-Scared-sick!-Dad-with-Advanced-PC?p=84645#post84645";"03-08-2011, 12:00 PM"
"Scared to death";"http://www.cancerforums.net/threads/45769-Scared-to-death";"Shaney5944";5;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/45769-Scared-to-death?p=291188#post291188";"09-18-2015, 02:20 AM"
"Scarring after radiation";"http://www.cancerforums.net/threads/46502-Scarring-after-radiation";"Bravehardon";3;1;"Fairwind";"http://www.cancerforums.net/members/20405-Fairwind";"http://www.cancerforums.net/threads/46502-Scarring-after-radiation?p=297137#post297137";"11-28-2015, 05:20 PM"
"Scheduled Biopsy";"http://www.cancerforums.net/threads/35275-Scheduled-Biopsy";"Shinytop";9;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/35275-Scheduled-Biopsy?p=217173#post217173";"12-09-2013, 09:47 AM"
"Scheduling/choosing Treatment";"http://www.cancerforums.net/threads/43302-Scheduling-choosing-Treatment";"goatts";6;1;"R. L. T.";"http://www.cancerforums.net/members/114917-R-L-T";"http://www.cancerforums.net/threads/43302-Scheduling-choosing-Treatment?p=272842#post272842";"03-09-2015, 05:50 PM"
"Screening PSA: Does It Help Reduce Mortality?";"http://www.cancerforums.net/threads/21221-Screening-PSA-Does-It-Help-Reduce-Mortality";"newporter";19;5;"Turner";"http://www.cancerforums.net/members/29391-Turner";"http://www.cancerforums.net/threads/21221-Screening-PSA-Does-It-Help-Reduce-Mortality?p=119651#post119651";"02-13-2012, 07:50 PM"
"seattle : best place for external radiation ?";"http://www.cancerforums.net/threads/23358-seattle-best-place-for-external-radiation";"muddy123";0;1;"muddy123";"http://www.cancerforums.net/members/31409-muddy123";"http://www.cancerforums.net/threads/23358-seattle-best-place-for-external-radiation?p=131589#post131589";"05-23-2012, 01:13 AM"
"Second Biopsy More Concerning";"http://www.cancerforums.net/threads/45726-Second-Biopsy-More-Concerning";"trinity3";14;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/45726-Second-Biopsy-More-Concerning?p=291012#post291012";"09-15-2015, 04:52 PM"
"Second Biopsy Recommended by DR";"http://www.cancerforums.net/threads/11642-Second-Biopsy-Recommended-by-DR";"ronbiker";1;2;"az4peaks";"http://www.cancerforums.net/members/18151-az4peaks";"http://www.cancerforums.net/threads/11642-Second-Biopsy-Recommended-by-DR?p=60353#post60353";"01-11-2010, 04:02 PM"
"Second Biopsy?";"http://www.cancerforums.net/threads/11374-Second-Biopsy";"chapman";4;2;"johnT";"http://www.cancerforums.net/members/16295-johnT";"http://www.cancerforums.net/threads/11374-Second-Biopsy?p=58836#post58836";"12-10-2009, 02:00 AM"
"second cycle of taxotere";"http://www.cancerforums.net/threads/42726-second-cycle-of-taxotere";"living";0;742;"living with Pca";"http://www.cancerforums.net/members/112412-living-with-Pca";"http://www.cancerforums.net/threads/42726-second-cycle-of-taxotere?p=267765#post267765";"01-29-2015, 03:50 PM"
"Second Opinion - Dr. Epstein";"http://www.cancerforums.net/threads/48393-Second-Opinion-Dr-Epstein";"mitchden";2;469;"Otago";"http://www.cancerforums.net/members/10792-Otago";"http://www.cancerforums.net/threads/48393-Second-Opinion-Dr-Epstein?p=312948#post312948";"07-04-2016, 06:34 PM"
"Second opinion on biopsies and pathology reports";"http://www.cancerforums.net/threads/8947-Second-opinion-on-biopsies-and-pathology-reports";"daveswife";6;4;"Hawk";"http://www.cancerforums.net/members/3518-Hawk";"http://www.cancerforums.net/threads/8947-Second-opinion-on-biopsies-and-pathology-reports?p=45322#post45322";"04-06-2009, 02:45 AM"
"Second Opinion on Gleason Score";"http://www.cancerforums.net/threads/19735-Second-Opinion-on-Gleason-Score";"Hawk";2;2;"johnT";"http://www.cancerforums.net/members/16295-johnT";"http://www.cancerforums.net/threads/19735-Second-Opinion-on-Gleason-Score?p=106329#post106329";"10-30-2011, 07:04 PM"
"Second Opinion on Prostate Biopsy";"http://www.cancerforums.net/threads/42814-Second-Opinion-on-Prostate-Biopsy";"Jphil";11;3;"Jphil";"http://www.cancerforums.net/members/114280-Jphil";"http://www.cancerforums.net/threads/42814-Second-Opinion-on-Prostate-Biopsy?p=271126#post271126";"02-23-2015, 12:58 PM"
"second opinion visit - what can i expect?";"http://www.cancerforums.net/threads/44691-second-opinion-visit-what-can-i-expect";"habhammer";4;1;"Otago";"http://www.cancerforums.net/members/10792-Otago";"http://www.cancerforums.net/threads/44691-second-opinion-visit-what-can-i-expect?p=284038#post284038";"07-01-2015, 03:28 AM"
"Second Post-op PSA";"http://www.cancerforums.net/threads/47017-Second-Post-op-PSA";"oshguy";15;2;"oshguy";"http://www.cancerforums.net/members/115392-oshguy";"http://www.cancerforums.net/threads/47017-Second-Post-op-PSA?p=302583#post302583";"02-09-2016, 10:44 PM"
"Second post-RRP PSA";"http://www.cancerforums.net/threads/11252-Second-post-RRP-PSA";"srtimmons";1;2;"Travelingman";"http://www.cancerforums.net/members/17131-Travelingman";"http://www.cancerforums.net/threads/11252-Second-post-RRP-PSA?p=58095#post58095";"11-23-2009, 05:08 PM"
"Second PSA";"http://www.cancerforums.net/threads/34493-Second-PSA";"lLance";7;1;"gearloose";"http://www.cancerforums.net/members/107088-gearloose";"http://www.cancerforums.net/threads/34493-Second-PSA?p=211075#post211075";"10-25-2013, 09:19 AM"
"Second PSA test of the year for dad tomorrow at 10AM CDT";"http://www.cancerforums.net/threads/40386-Second-PSA-test-of-the-year-for-dad-tomorrow-at-10AM-CDT";"JustBrandon";9;2;"JustBrandon";"http://www.cancerforums.net/members/108130-JustBrandon";"http://www.cancerforums.net/threads/40386-Second-PSA-test-of-the-year-for-dad-tomorrow-at-10AM-CDT?p=250496#post250496";"08-23-2014, 11:12 PM"
"Second PSA-test after surgery..";"http://www.cancerforums.net/threads/45437-Second-PSA-test-after-surgery";"Wilde";14;3;"Wilde";"http://www.cancerforums.net/members/113837-Wilde";"http://www.cancerforums.net/threads/45437-Second-PSA-test-after-surgery?p=289686#post289686";"08-31-2015, 02:04 PM"
"Secondary Primary Cancers After Radiation Therapy";"http://www.cancerforums.net/threads/32170-Secondary-Primary-Cancers-After-Radiation-Therapy";"newporter";3;1;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/32170-Secondary-Primary-Cancers-After-Radiation-Therapy?p=193772#post193772";"07-02-2013, 05:04 AM"
"Seed implant symtoms vs external radiation ?";"http://www.cancerforums.net/threads/23658-Seed-implant-symtoms-vs-external-radiation";"muddy123";3;2;"LWB";"http://www.cancerforums.net/members/29408-LWB";"http://www.cancerforums.net/threads/23658-Seed-implant-symtoms-vs-external-radiation?p=133845#post133845";"06-14-2012, 01:39 PM"
"Seed implants and Xrays";"http://www.cancerforums.net/threads/22909-Seed-implants-and-Xrays";"LJW";0;1;"LJW";"http://www.cancerforums.net/members/31015-LJW";"http://www.cancerforums.net/threads/22909-Seed-implants-and-Xrays?p=128534#post128534";"04-26-2012, 03:20 PM"
"seed implants for prostate Cancer";"http://www.cancerforums.net/threads/21050-seed-implants-for-prostate-Cancer";"Lukie";3;2;"CKrem";"http://www.cancerforums.net/members/28606-CKrem";"http://www.cancerforums.net/threads/21050-seed-implants-for-prostate-Cancer?p=116128#post116128";"01-16-2012, 03:36 AM"
"Seed vs external radiation side effects ?";"http://www.cancerforums.net/threads/23965-Seed-vs-external-radiation-side-effects";"muddy123";1;2;"johnT";"http://www.cancerforums.net/members/16295-johnT";"http://www.cancerforums.net/threads/23965-Seed-vs-external-radiation-side-effects?p=135499#post135499";"06-29-2012, 03:53 PM"
"seed vs imrt ?decision?";"http://www.cancerforums.net/threads/11536-seed-vs-imrt-decision";"ed";8;4;"ed";"http://www.cancerforums.net/members/18661-ed";"http://www.cancerforums.net/threads/11536-seed-vs-imrt-decision?p=60001#post60001";"01-04-2010, 09:16 PM"
"seeding experiences";"http://www.cancerforums.net/threads/11585-seeding-experiences";"ed";0;1;"ed";"http://www.cancerforums.net/members/18661-ed";"http://www.cancerforums.net/threads/11585-seeding-experiences?p=59949#post59949";"01-04-2010, 01:12 AM"
"Seeding Iodine 125 vs. palladium 103";"http://www.cancerforums.net/threads/20872-Seeding-Iodine-125-vs-palladium-103";"tangerine3";3;3;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/20872-Seeding-Iodine-125-vs-palladium-103?p=114946#post114946";"01-06-2012, 07:31 AM"
"seeds & electric blankets";"http://www.cancerforums.net/threads/8961-seeds-amp-electric-blankets";"chris";2;2;"chris nz";"http://www.cancerforums.net/members/2505-chris-nz";"http://www.cancerforums.net/threads/8961-seeds-amp-electric-blankets?p=45395#post45395";"04-08-2009, 08:30 AM"
"Seeing the Surgeon Tomorrow Any Questions to Ask?";"http://www.cancerforums.net/threads/10691-Seeing-the-Surgeon-Tomorrow-Any-Questions-to-Ask";"Travelingman";14;6;"Travelingman";"http://www.cancerforums.net/members/17131-Travelingman";"http://www.cancerforums.net/threads/10691-Seeing-the-Surgeon-Tomorrow-Any-Questions-to-Ask?p=56940#post56940";"11-03-2009, 08:41 PM"
"seeking best cryothearapy post seed radiation";"http://www.cancerforums.net/threads/12236-seeking-best-cryothearapy-post-seed-radiation";"Dave";0;1;"Dave Shearon";"http://www.cancerforums.net/members/19371-Dave-Shearon";"http://www.cancerforums.net/threads/12236-seeking-best-cryothearapy-post-seed-radiation?p=63477#post63477";"02-24-2010, 08:58 PM"
"seeking best person for the job";"http://www.cancerforums.net/threads/12118-seeking-best-person-for-the-job";"Dave";4;3;"neutrondbob";"http://www.cancerforums.net/members/14910-neutrondbob";"http://www.cancerforums.net/threads/12118-seeking-best-person-for-the-job?p=63859#post63859";"03-03-2010, 12:02 PM"
"Seeking info about surgery side effect";"http://www.cancerforums.net/threads/36638-Seeking-info-about-surgery-side-effect";"Time101";5;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/36638-Seeking-info-about-surgery-side-effect?p=225322#post225322";"02-06-2014, 04:17 AM"
"seeking literature relevant to my case";"http://www.cancerforums.net/threads/46438-seeking-literature-relevant-to-my-case";"dupres";5;1;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/46438-seeking-literature-relevant-to-my-case?p=296641#post296641";"11-20-2015, 06:10 AM"
"Seeking Opinions";"http://www.cancerforums.net/threads/13517-Seeking-Opinions";"tommd";27;9;"tommd";"http://www.cancerforums.net/members/20627-tommd";"http://www.cancerforums.net/threads/13517-Seeking-Opinions?p=88195#post88195";"04-20-2011, 11:42 PM"
"Seeking Opinions -> PSA Changes After RALP";"http://www.cancerforums.net/threads/43473-Seeking-Opinions-gt-PSA-Changes-After-RALP";"regress";23;5;"Logic1";"http://www.cancerforums.net/members/114015-Logic1";"http://www.cancerforums.net/threads/43473-Seeking-Opinions-gt-PSA-Changes-After-RALP?p=274479#post274479";"03-23-2015, 03:12 PM"
"Seemingly miraculous drop in PSA after post-RP PSA recurrence";"http://www.cancerforums.net/threads/26680-Seemingly-miraculous-drop-in-PSA-after-post-RP-PSA-recurrence";"gme";19;4;"gme";"http://www.cancerforums.net/members/30023-gme";"http://www.cancerforums.net/threads/26680-Seemingly-miraculous-drop-in-PSA-after-post-RP-PSA-recurrence?p=155595#post155595";"11-16-2012, 05:57 PM"
"Seemingly random swelling 6 weeks post surgery";"http://www.cancerforums.net/threads/33988-Seemingly-random-swelling-6-weeks-post-surgery";"Arthur";7;2;"Arthur Dent";"http://www.cancerforums.net/members/106549-Arthur-Dent";"http://www.cancerforums.net/threads/33988-Seemingly-random-swelling-6-weeks-post-surgery?p=208080#post208080";"10-03-2013, 09:22 PM"
"Seems never ending";"http://www.cancerforums.net/threads/46936-Seems-never-ending";"Bravehardon";20;3;"RevConwell";"http://www.cancerforums.net/members/118390-RevConwell";"http://www.cancerforums.net/threads/46936-Seems-never-ending?p=302057#post302057";"02-03-2016, 09:01 PM"
"Seems that my 15 year ago battle with prostate cancer has returned for another try.";"http://www.cancerforums.net/threads/46781-Seems-that-my-15-year-ago-battle-with-prostate-cancer-has-returned-for-another-try";"Bill";3;1;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/46781-Seems-that-my-15-year-ago-battle-with-prostate-cancer-has-returned-for-another-try?p=299750#post299750";"01-06-2016, 02:39 AM"
"Seminal Invasion";"http://www.cancerforums.net/threads/17815-Seminal-Invasion";"dissapointed";6;3;"Putt";"http://www.cancerforums.net/members/17267-Putt";"http://www.cancerforums.net/threads/17815-Seminal-Invasion?p=93669#post93669";"06-30-2011, 08:48 PM"
"Seminal Vesicle Invasion";"http://www.cancerforums.net/threads/37027-Seminal-Vesicle-Invasion";"jkeyt";2;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/37027-Seminal-Vesicle-Invasion?p=228064#post228064";"02-25-2014, 09:56 PM"
"Sensitive nipple";"http://www.cancerforums.net/threads/8919-Sensitive-nipple";"acedave3";0;2;"acedave3";"http://www.cancerforums.net/members/9361-acedave3";"http://www.cancerforums.net/threads/8919-Sensitive-nipple?p=45017#post45017";"03-31-2009, 08:20 AM"
"September is National Prostate Cancer Awareness Month";"http://www.cancerforums.net/threads/40468-September-is-National-Prostate-Cancer-Awareness-Month";"ddayglo";0;552;"ddayglo";"http://www.cancerforums.net/members/104661-ddayglo";"http://www.cancerforums.net/threads/40468-September-is-National-Prostate-Cancer-Awareness-Month?p=250495#post250495";"08-23-2014, 11:08 PM"
"Serious Side Effects of Davinci Robotic Surgery";"http://www.cancerforums.net/threads/13259-Serious-Side-Effects-of-Davinci-Robotic-Surgery";"dannydee";14;9;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/13259-Serious-Side-Effects-of-Davinci-Robotic-Surgery?p=276780#post276780";"04-11-2015, 09:52 PM"
"Seriously Frustrated";"http://www.cancerforums.net/threads/48387-Seriously-Frustrated";"jfredfc";7;1;"PDV";"http://www.cancerforums.net/members/116780-PDV";"http://www.cancerforums.net/threads/48387-Seriously-Frustrated?p=313545#post313545";"07-13-2016, 04:03 PM"
"Seven month follow-up";"http://www.cancerforums.net/threads/36760-Seven-month-follow-up";"ddayglo";19;4;"jtownstumpjumper";"http://www.cancerforums.net/members/113754-jtownstumpjumper";"http://www.cancerforums.net/threads/36760-Seven-month-follow-up?p=270173#post270173";"02-17-2015, 04:54 AM"
"Sex after DaVinci--Houston, we have liftoff!";"http://www.cancerforums.net/threads/45459-Sex-after-DaVinci-Houston-we-have-liftoff!";"PDV";9;2;"Georgia Gal";"http://www.cancerforums.net/members/116420-Georgia-Gal";"http://www.cancerforums.net/threads/45459-Sex-after-DaVinci-Houston-we-have-liftoff!?p=289525#post289525";"08-29-2015, 03:50 PM"
"Sex after Prostatectomy -- how soon afterward?";"http://www.cancerforums.net/threads/20128-Sex-after-Prostatectomy-how-soon-afterward";"HighlanderCFH";6;17;"mtsarpilot";"http://www.cancerforums.net/members/27561-mtsarpilot";"http://www.cancerforums.net/threads/20128-Sex-after-Prostatectomy-how-soon-afterward?p=109698#post109698";"11-27-2011, 02:59 PM"
"Sex after RP";"http://www.cancerforums.net/threads/43016-Sex-after-RP";"Pratoman";34;7;"Wilde";"http://www.cancerforums.net/members/113837-Wilde";"http://www.cancerforums.net/threads/43016-Sex-after-RP?p=310738#post310738";"06-03-2016, 05:29 PM"
"Sex after surgery -- positive outcomes";"http://www.cancerforums.net/threads/33129-Sex-after-surgery-positive-outcomes";"JustSlappy";18;5;"Ralph P.";"http://www.cancerforums.net/members/103657-Ralph-P";"http://www.cancerforums.net/threads/33129-Sex-after-surgery-positive-outcomes?p=202389#post202389";"08-25-2013, 06:50 PM"
"Sex and PC";"http://www.cancerforums.net/threads/46943-Sex-and-PC";"SeaCock";15;3;"PDV";"http://www.cancerforums.net/members/116780-PDV";"http://www.cancerforums.net/threads/46943-Sex-and-PC?p=304515#post304515";"03-05-2016, 02:25 PM"
